time	V(out)
2.348604999875535e-003	-1.407119e+000
2.364229999875535e-003	-1.302020e+000
2.379854999875535e-003	-1.184382e+000
2.395479999875535e-003	-1.055339e+000
2.411104999875535e-003	-9.161342e-001
2.426729999875535e-003	-7.681090e-001
2.442354999875535e-003	-6.126896e-001
2.457979999875535e-003	-4.513734e-001
2.473604999875535e-003	-2.857144e-001
2.489229999875535e-003	-1.173083e-001
2.504854999875535e-003	5.222107e-002
2.520479999875535e-003	2.212409e-001
2.536104999875535e-003	3.881242e-001
2.551729999875535e-003	5.512639e-001
2.567354999875535e-003	7.090884e-001
2.582979999875535e-003	8.600783e-001
2.598604999875535e-003	1.002780e+000
2.614229999875535e-003	1.135819e+000
2.629854999875535e-003	1.257916e+000
2.645479999875535e-003	1.367896e+000
2.661104999875535e-003	1.464700e+000
2.676729999875535e-003	1.547397e+000
2.692354999875535e-003	1.615191e+000
2.707979999875535e-003	1.667430e+000
2.723604999875535e-003	1.703613e+000
2.739229999875535e-003	1.723391e+000
2.754854999875535e-003	1.726573e+000
2.770479999875535e-003	1.713130e+000
2.786104999875535e-003	1.683191e+000
2.801729999875535e-003	1.637043e+000
2.817354999875535e-003	1.575131e+000
2.832979999875536e-003	1.498051e+000
2.848604999875536e-003	1.406543e+000
2.864229999875536e-003	1.301489e+000
2.879854999875536e-003	1.183898e+000
2.895479999875536e-003	1.054904e+000
2.911104999875536e-003	9.157468e-001
2.926729999875536e-003	7.677665e-001
2.942354999875536e-003	6.123874e-001
2.957979999875536e-003	4.511056e-001
2.973604999875536e-003	2.854743e-001
2.989229999875536e-003	1.170885e-001
3.004854999875536e-003	-5.243120e-002
3.020479999875536e-003	-2.214522e-001
3.036104999875536e-003	-3.883454e-001
3.051729999875536e-003	-5.515031e-001
3.067354999875536e-003	-7.093540e-001
3.082979999875536e-003	-8.603776e-001
3.098604999875536e-003	-1.003119e+000
3.114229999875536e-003	-1.136203e+000
3.129854999875536e-003	-1.258347e+000
3.145479999875536e-003	-1.368375e+000
3.161104999875536e-003	-1.465226e+000
3.176729999875536e-003	-1.547968e+000
3.192354999875536e-003	-1.615803e+000
3.207979999875536e-003	-1.668077e+000
3.223604999875536e-003	-1.704287e+000
3.239229999875536e-003	-1.724084e+000
3.254854999875536e-003	-1.727276e+000
3.270479999875536e-003	-1.713833e+000
3.286104999875536e-003	-1.683885e+000
3.301729999875536e-003	-1.637719e+000
3.317354999875536e-003	-1.575780e+000
3.332979999875536e-003	-1.498665e+000
3.348604999875536e-003	-1.407117e+000
3.364229999875536e-003	-1.302018e+000
3.379854999875536e-003	-1.184380e+000
3.395479999875536e-003	-1.055337e+000
3.411104999875536e-003	-9.161321e-001
3.426729999875536e-003	-7.681069e-001
3.442354999875536e-003	-6.126875e-001
3.457979999875536e-003	-4.513713e-001
