time	V(n001)	V(n006)
6.659770385189797e-01	-3.023640e+01	3.023640e+01
6.668813355366404e-01	-3.023640e+01	3.023640e+01
6.678578980366404e-01	-3.023640e+01	3.023640e+01
6.688344605366404e-01	-3.023640e+01	3.023640e+01
6.698110230366404e-01	-3.023640e+01	3.023640e+01
6.707875855366404e-01	-3.023640e+01	3.023640e+01
6.717641480366404e-01	-3.023640e+01	3.023640e+01
6.727407105366404e-01	-3.023640e+01	3.023640e+01
6.737172730366404e-01	-3.023640e+01	3.023640e+01
6.742093453648685e-01	-3.023640e+01	3.023640e+01
6.745099960598715e-01	-3.023646e+01	3.023646e+01
6.748799120619347e-01	-3.023666e+01	3.023666e+01
6.752553476411030e-01	-3.023686e+01	3.023686e+01
6.757156152737113e-01	-3.023694e+01	3.023694e+01
6.764614715447104e-01	-3.023695e+01	3.023695e+01
6.774380340447104e-01	-3.023695e+01	3.023695e+01
6.784145965447104e-01	-3.023695e+01	3.023695e+01
6.793911590447104e-01	-3.023695e+01	3.023695e+01
6.803677215447104e-01	-3.023695e+01	3.023695e+01
6.813442840447104e-01	-3.023695e+01	3.023695e+01
6.823208465447104e-01	-3.023695e+01	3.023695e+01
6.832974090447104e-01	-3.023695e+01	3.023695e+01
6.840496410632889e-01	-3.023695e+01	3.023695e+01
6.843886337579975e-01	-3.023695e+01	3.023695e+01
6.847304887470812e-01	-3.023697e+01	3.023697e+01
6.851996254046022e-01	-3.023703e+01	3.023703e+01
6.856249715420013e-01	-3.023707e+01	3.023707e+01
6.863151346489024e-01	-3.023709e+01	3.023709e+01
6.872916971489024e-01	-3.023709e+01	3.023709e+01
6.882682596489024e-01	-3.023709e+01	3.023709e+01
6.892448221489024e-01	-3.023709e+01	3.023709e+01
6.902213846489024e-01	-3.023709e+01	3.023709e+01
6.911979471489024e-01	-3.023709e+01	3.023709e+01
6.921745096489024e-01	-3.023709e+01	3.023709e+01
6.931510721489024e-01	-3.023709e+01	3.023709e+01
6.939923596156808e-01	-3.023709e+01	3.023709e+01
6.943457870648758e-01	-3.023709e+01	3.023709e+01
6.946788614781763e-01	-3.023721e+01	3.023721e+01
6.950367118886451e-01	-3.023758e+01	3.023758e+01
6.953597781371962e-01	-3.023788e+01	3.023788e+01
6.958853523964706e-01	-3.023801e+01	3.023801e+01
6.967344908027908e-01	-3.023801e+01	3.023801e+01
6.977110533027908e-01	-3.023801e+01	3.023801e+01
6.986876158027908e-01	-3.023801e+01	3.023801e+01
6.996641783027908e-01	-3.023801e+01	3.023801e+01
7.006407408027908e-01	-3.023801e+01	3.023801e+01
7.016173033027908e-01	-3.023801e+01	3.023801e+01
7.025938658027908e-01	-3.023801e+01	3.023801e+01
7.035704283027908e-01	-3.023801e+01	3.023801e+01
7.041932234173822e-01	-3.023801e+01	3.023801e+01
7.042714652277128e-01	-3.023801e+01	3.023801e+01
7.044279488483740e-01	-3.023802e+01	3.023802e+01
7.047409160896964e-01	-3.023804e+01	3.023804e+01
7.052035236290295e-01	-3.023809e+01	3.023809e+01
7.056313141833604e-01	-3.023813e+01	3.023813e+01
7.063253851446804e-01	-3.023815e+01	3.023815e+01
7.073019476446804e-01	-3.023815e+01	3.023815e+01
7.082785101446804e-01	-3.023815e+01	3.023815e+01
7.092550726446804e-01	-3.023815e+01	3.023815e+01
7.102316351446804e-01	-3.023815e+01	3.023815e+01
7.112081976446804e-01	-3.023815e+01	3.023815e+01
7.121847601446804e-01	-3.023815e+01	3.023815e+01
7.131613226446804e-01	-3.023815e+01	3.023815e+01
7.139964071041183e-01	-3.023815e+01	3.023815e+01
7.143488106045316e-01	-3.023815e+01	3.023815e+01
7.146824979464457e-01	-3.023826e+01	3.023826e+01
7.150431692368583e-01	-3.023861e+01	3.023861e+01
7.153702924368616e-01	-3.023889e+01	3.023889e+01
7.159024296290725e-01	-3.023902e+01	3.023902e+01
7.160098606310047e-01	-3.023902e+01	3.023902e+01
7.162784381358352e-01	-3.023902e+01	3.023902e+01
7.166544466425980e-01	-3.023902e+01	3.023902e+01
7.167618776445303e-01	-3.023902e+01	3.023902e+01
7.169767396483947e-01	-3.023902e+01	3.023902e+01
7.174064636561235e-01	-3.023902e+01	3.023902e+01
7.182659116715812e-01	-3.023902e+01	3.023902e+01
7.192424741715812e-01	-3.023902e+01	3.023902e+01
7.202190366715812e-01	-3.023902e+01	3.023902e+01
7.211955991715812e-01	-3.023902e+01	3.023902e+01
7.221721616715812e-01	-3.023902e+01	3.023902e+01
7.231487241715812e-01	-3.023902e+01	3.023902e+01
7.239914317106462e-01	-3.023902e+01	3.023902e+01
7.243450939917683e-01	-3.023902e+01	3.023902e+01
7.246780280520091e-01	-3.023912e+01	3.023912e+01
7.250352319245957e-01	-3.023944e+01	3.023944e+01
7.253573683436959e-01	-3.023970e+01	3.023970e+01
7.258814380818825e-01	-3.023982e+01	3.023982e+01
7.267282111598811e-01	-3.023982e+01	3.023982e+01
7.277047736598811e-01	-3.023982e+01	3.023982e+01
7.286813361598811e-01	-3.023982e+01	3.023982e+01
7.296578986598811e-01	-3.023982e+01	3.023982e+01
7.306344611598811e-01	-3.023982e+01	3.023982e+01
7.316110236598811e-01	-3.023982e+01	3.023982e+01
7.325875861598811e-01	-3.023982e+01	3.023982e+01
7.335641486598811e-01	-3.023982e+01	3.023982e+01
7.341517280406237e-01	-3.023982e+01	3.023982e+01
7.344652827875882e-01	-3.023984e+01	3.023984e+01
7.348233264190434e-01	-3.023991e+01	3.023991e+01
7.352342767167800e-01	-3.024000e+01	3.024000e+01
7.356813442580638e-01	-3.024004e+01	3.024004e+01
7.364061838624755e-01	-3.024005e+01	3.024005e+01
7.373827463624755e-01	-3.024005e+01	3.024005e+01
7.383593088624755e-01	-3.024005e+01	3.024005e+01
7.393358713624755e-01	-3.024005e+01	3.024005e+01
7.403124338624755e-01	-3.024005e+01	3.024005e+01
7.412889963624755e-01	-3.024005e+01	3.024005e+01
7.422655588624755e-01	-3.024005e+01	3.024005e+01
7.432421213624755e-01	-3.024005e+01	3.024005e+01
7.440281220322451e-01	-3.024005e+01	3.024005e+01
7.443725233276483e-01	-3.024005e+01	3.024005e+01
7.447110531549216e-01	-3.024010e+01	3.024010e+01
7.451318395566394e-01	-3.024025e+01	3.024025e+01
7.455146531106157e-01	-3.024038e+01	3.024038e+01
7.461366121632104e-01	-3.024043e+01	3.024043e+01
7.471131746632104e-01	-3.024043e+01	3.024043e+01
7.480897371632104e-01	-3.024043e+01	3.024043e+01
7.490662996632104e-01	-3.024043e+01	3.024043e+01
7.500428621632104e-01	-3.024043e+01	3.024043e+01
7.510194246632104e-01	-3.024043e+01	3.024043e+01
7.519959871632104e-01	-3.024043e+01	3.024043e+01
7.529725496632104e-01	-3.024043e+01	3.024043e+01
7.539491121632104e-01	-3.024043e+01	3.024043e+01
7.543135195444439e-01	-3.024043e+01	3.024043e+01
7.546396016353679e-01	-3.024053e+01	3.024053e+01
7.549669835945093e-01	-3.024084e+01	3.024084e+01
7.552877280419203e-01	-3.024111e+01	3.024111e+01
7.557682668104604e-01	-3.024124e+01	3.024124e+01
7.558655222146153e-01	-3.024124e+01	3.024124e+01
7.560600330229252e-01	-3.024124e+01	3.024124e+01
7.564490546395449e-01	-3.024124e+01	3.024124e+01
7.565463100436999e-01	-3.024124e+01	3.024124e+01
7.567408208520098e-01	-3.024124e+01	3.024124e+01
7.571298424686295e-01	-3.024124e+01	3.024124e+01
7.578624342261862e-01	-3.024124e+01	3.024124e+01
7.588389967261862e-01	-3.024124e+01	3.024124e+01
7.598155592261862e-01	-3.024124e+01	3.024124e+01
7.607921217261862e-01	-3.024124e+01	3.024124e+01
7.617686842261862e-01	-3.024124e+01	3.024124e+01
7.627452467261862e-01	-3.024124e+01	3.024124e+01
7.637218092261862e-01	-3.024124e+01	3.024124e+01
7.642110443623223e-01	-3.024124e+01	3.024124e+01
7.645121123731000e-01	-3.024128e+01	3.024128e+01
7.648838813448610e-01	-3.024145e+01	3.024145e+01
7.652568246666431e-01	-3.024160e+01	3.024160e+01
7.657180173400032e-01	-3.024167e+01	3.024167e+01
7.664653447658992e-01	-3.024167e+01	3.024167e+01
7.674419072658992e-01	-3.024167e+01	3.024167e+01
7.684184697658992e-01	-3.024167e+01	3.024167e+01
7.693950322658992e-01	-3.024167e+01	3.024167e+01
7.703715947658992e-01	-3.024167e+01	3.024167e+01
7.713481572658992e-01	-3.024167e+01	3.024167e+01
7.723247197658992e-01	-3.024167e+01	3.024167e+01
7.733012822658992e-01	-3.024167e+01	3.024167e+01
7.740511433633702e-01	-3.024167e+01	3.024167e+01
7.743897590933816e-01	-3.024167e+01	3.024167e+01
7.747318473923384e-01	-3.024169e+01	3.024169e+01
7.752001334305748e-01	-3.024175e+01	3.024175e+01
7.756257981409928e-01	-3.024179e+01	3.024179e+01
7.763164706236021e-01	-3.024180e+01	3.024180e+01
7.772930331236021e-01	-3.024180e+01	3.024180e+01
7.782695956236021e-01	-3.024180e+01	3.024180e+01
7.792461581236021e-01	-3.024180e+01	3.024180e+01
7.802227206236021e-01	-3.024180e+01	3.024180e+01
7.811992831236021e-01	-3.024180e+01	3.024180e+01
7.821758456236021e-01	-3.024180e+01	3.024180e+01
7.822601445469658e-01	-3.024180e+01	3.024180e+01
7.824287423936932e-01	-3.024180e+01	3.024180e+01
7.827659380871480e-01	-3.024180e+01	3.024180e+01
7.833390235000623e-01	-3.024180e+01	3.024180e+01
7.840657476647780e-01	-3.024180e+01	3.024180e+01
7.844007030048434e-01	-3.024181e+01	3.024181e+01
7.847450672526163e-01	-3.024182e+01	3.024182e+01
7.852050750367863e-01	-3.024187e+01	3.024187e+01
7.856338383622897e-01	-3.024191e+01	3.024191e+01
7.863294640967907e-01	-3.024192e+01	3.024192e+01
7.873060265967907e-01	-3.024192e+01	3.024192e+01
7.882825890967907e-01	-3.024192e+01	3.024192e+01
7.892591515967907e-01	-3.024192e+01	3.024192e+01
7.902357140967907e-01	-3.024192e+01	3.024192e+01
7.912122765967907e-01	-3.024192e+01	3.024192e+01
7.921888390967907e-01	-3.024192e+01	3.024192e+01
7.931654015967907e-01	-3.024192e+01	3.024192e+01
7.939980161633031e-01	-3.024192e+01	3.024192e+01
7.943500127691642e-01	-3.024192e+01	3.024192e+01
7.946839440997497e-01	-3.024202e+01	3.024202e+01
7.950457371342882e-01	-3.024232e+01	3.024232e+01
7.953744736344527e-01	-3.024257e+01	3.024257e+01
7.959092199933646e-01	-3.024268e+01	3.024268e+01
7.967727629272607e-01	-3.024268e+01	3.024268e+01
7.977493254272607e-01	-3.024268e+01	3.024268e+01
7.987258879272607e-01	-3.024268e+01	3.024268e+01
7.997024504272607e-01	-3.024268e+01	3.024268e+01
8.006790129272607e-01	-3.024268e+01	3.024268e+01
8.016555754272607e-01	-3.024268e+01	3.024268e+01
8.026321379272607e-01	-3.024268e+01	3.024268e+01
8.036087004272607e-01	-3.024268e+01	3.024268e+01
8.041685507364345e-01	-3.024268e+01	3.024268e+01
8.044779470314807e-01	-3.024270e+01	3.024270e+01
8.048387209716965e-01	-3.024278e+01	3.024278e+01
8.052400122220779e-01	-3.024287e+01	3.024287e+01
8.056906734906728e-01	-3.024291e+01	3.024291e+01
8.064212392184869e-01	-3.024291e+01	3.024291e+01
8.073978017184869e-01	-3.024291e+01	3.024291e+01
8.083743642184869e-01	-3.024291e+01	3.024291e+01
8.093509267184869e-01	-3.024291e+01	3.024291e+01
8.103274892184869e-01	-3.024291e+01	3.024291e+01
8.113040517184869e-01	-3.024291e+01	3.024291e+01
8.122806142184869e-01	-3.024291e+01	3.024291e+01
8.132571767184869e-01	-3.024291e+01	3.024291e+01
8.140339959660881e-01	-3.024291e+01	3.024291e+01
8.143769192384023e-01	-3.024292e+01	3.024292e+01
8.147163535873996e-01	-3.024296e+01	3.024296e+01
8.151383839822536e-01	-3.024310e+01	3.024310e+01
8.155253058156372e-01	-3.024321e+01	3.024321e+01
8.161538690492777e-01	-3.024326e+01	3.024326e+01
8.171304315492777e-01	-3.024326e+01	3.024326e+01
8.181069940492777e-01	-3.024326e+01	3.024326e+01
8.190835565492777e-01	-3.024326e+01	3.024326e+01
8.200601190492777e-01	-3.024326e+01	3.024326e+01
8.210366815492777e-01	-3.024326e+01	3.024326e+01
8.220132440492777e-01	-3.024326e+01	3.024326e+01
8.229898065492777e-01	-3.024326e+01	3.024326e+01
8.239663690492777e-01	-3.024326e+01	3.024326e+01
8.243263865137054e-01	-3.024326e+01	3.024326e+01
8.246555529323863e-01	-3.024334e+01	3.024334e+01
8.249584952624190e-01	-3.024356e+01	3.024356e+01
8.252845727191992e-01	-3.024379e+01	3.024379e+01
8.257631369456043e-01	-3.024389e+01	3.024389e+01
8.265380497968201e-01	-3.024389e+01	3.024389e+01
8.275146122968201e-01	-3.024389e+01	3.024389e+01
8.284911747968201e-01	-3.024389e+01	3.024389e+01
8.294677372968201e-01	-3.024389e+01	3.024389e+01
8.304442997968201e-01	-3.024389e+01	3.024389e+01
8.314208622968201e-01	-3.024389e+01	3.024389e+01
8.323974247968201e-01	-3.024389e+01	3.024389e+01
8.333739872968201e-01	-3.024389e+01	3.024389e+01
8.340792236113835e-01	-3.024389e+01	3.024389e+01
8.344108080563978e-01	-3.024389e+01	3.024389e+01
8.347572849585471e-01	-3.024391e+01	3.024391e+01
8.352096395787876e-01	-3.024396e+01	3.024396e+01
8.356412648071718e-01	-3.024399e+01	3.024399e+01
8.363414634292065e-01	-3.024401e+01	3.024401e+01
8.373180259292065e-01	-3.024401e+01	3.024401e+01
8.382945884292065e-01	-3.024401e+01	3.024401e+01
8.392711509292065e-01	-3.024401e+01	3.024401e+01
8.402477134292065e-01	-3.024401e+01	3.024401e+01
8.412242759292065e-01	-3.024401e+01	3.024401e+01
8.422008384292065e-01	-3.024401e+01	3.024401e+01
8.431774009292065e-01	-3.024401e+01	3.024401e+01
8.440027445871550e-01	-3.024401e+01	3.024401e+01
8.443535460441103e-01	-3.024401e+01	3.024401e+01
8.446881954228449e-01	-3.024409e+01	3.024409e+01
8.450532858808030e-01	-3.024434e+01	3.024434e+01
8.453867648234180e-01	-3.024454e+01	3.024454e+01
8.459291788141937e-01	-3.024464e+01	3.024464e+01
8.468047429666004e-01	-3.024464e+01	3.024464e+01
8.477813054666004e-01	-3.024464e+01	3.024464e+01
8.487578679666004e-01	-3.024464e+01	3.024464e+01
8.497344304666004e-01	-3.024464e+01	3.024464e+01
8.507109929666004e-01	-3.024464e+01	3.024464e+01
8.516875554666004e-01	-3.024464e+01	3.024464e+01
8.526641179666004e-01	-3.024464e+01	3.024464e+01
8.536406804666004e-01	-3.024464e+01	3.024464e+01
8.541805946629720e-01	-3.024464e+01	3.024464e+01
8.544870193363380e-01	-3.024467e+01	3.024467e+01
8.548497583862934e-01	-3.024476e+01	3.024476e+01
8.552441229292819e-01	-3.024486e+01	3.024486e+01
8.556973595662036e-01	-3.024491e+01	3.024491e+01
8.564320268204935e-01	-3.024491e+01	3.024491e+01
8.574085893204935e-01	-3.024491e+01	3.024491e+01
8.583851518204935e-01	-3.024491e+01	3.024491e+01
8.593617143204935e-01	-3.024491e+01	3.024491e+01
8.603382768204935e-01	-3.024491e+01	3.024491e+01
8.613148393204935e-01	-3.024491e+01	3.024491e+01
8.622914018204935e-01	-3.024491e+01	3.024491e+01
8.632679643204935e-01	-3.024491e+01	3.024491e+01
8.640381982393968e-01	-3.024491e+01	3.024491e+01
8.643800648891615e-01	-3.024492e+01	3.024492e+01
8.647201477895761e-01	-3.024495e+01	3.024495e+01
8.651430684510547e-01	-3.024506e+01	3.024506e+01
8.655329307467248e-01	-3.024515e+01	3.024515e+01
8.661662188272028e-01	-3.024519e+01	3.024519e+01
8.671427813272028e-01	-3.024519e+01	3.024519e+01
8.681193438272028e-01	-3.024519e+01	3.024519e+01
8.690959063272028e-01	-3.024519e+01	3.024519e+01
8.700724688272028e-01	-3.024519e+01	3.024519e+01
8.710490313272028e-01	-3.024519e+01	3.024519e+01
8.720255938272028e-01	-3.024519e+01	3.024519e+01
8.730021563272028e-01	-3.024519e+01	3.024519e+01
8.739787188272028e-01	-3.024519e+01	3.024519e+01
8.743356017395872e-01	-3.024519e+01	3.024519e+01
8.746666190515816e-01	-3.024527e+01	3.024527e+01
8.749760256323003e-01	-3.024552e+01	3.024552e+01
8.752910890293690e-01	-3.024576e+01	3.024576e+01
8.757737308460268e-01	-3.024586e+01	3.024586e+01
8.765551070155391e-01	-3.024586e+01	3.024586e+01
8.775316695155391e-01	-3.024586e+01	3.024586e+01
8.785082320155391e-01	-3.024586e+01	3.024586e+01
8.794847945155391e-01	-3.024586e+01	3.024586e+01
8.804613570155391e-01	-3.024586e+01	3.024586e+01
8.814379195155391e-01	-3.024586e+01	3.024586e+01
8.824144820155391e-01	-3.024586e+01	3.024586e+01
8.833910445155391e-01	-3.024586e+01	3.024586e+01
8.841270233364582e-01	-3.024586e+01	3.024586e+01
8.842095100154028e-01	-3.024586e+01	3.024586e+01
8.843744833732921e-01	-3.024586e+01	3.024586e+01
8.847044300890705e-01	-3.024590e+01	3.024590e+01
8.851236615705067e-01	-3.024604e+01	3.024604e+01
8.855013408834054e-01	-3.024615e+01	3.024615e+01
8.861150419149962e-01	-3.024620e+01	3.024620e+01
8.870916044149962e-01	-3.024620e+01	3.024620e+01
8.880681669149962e-01	-3.024620e+01	3.024620e+01
8.890447294149962e-01	-3.024620e+01	3.024620e+01
8.900212919149962e-01	-3.024620e+01	3.024620e+01
8.909978544149962e-01	-3.024620e+01	3.024620e+01
8.919744169149962e-01	-3.024620e+01	3.024620e+01
8.929509794149962e-01	-3.024620e+01	3.024620e+01
8.939275419149962e-01	-3.024620e+01	3.024620e+01
8.942974528829626e-01	-3.024620e+01	3.024620e+01
8.946196327534730e-01	-3.024627e+01	3.024627e+01
8.949315088929526e-01	-3.024646e+01	3.024646e+01
8.952745398040669e-01	-3.024667e+01	3.024667e+01
8.957468244626469e-01	-3.024675e+01	3.024675e+01
8.965117748382667e-01	-3.024676e+01	3.024676e+01
8.974883373382667e-01	-3.024676e+01	3.024676e+01
8.984648998382667e-01	-3.024676e+01	3.024676e+01
8.994414623382667e-01	-3.024676e+01	3.024676e+01
9.004180248382667e-01	-3.024676e+01	3.024676e+01
9.013945873382667e-01	-3.024676e+01	3.024676e+01
9.023711498382667e-01	-3.024676e+01	3.024676e+01
9.033477123382667e-01	-3.024676e+01	3.024676e+01
9.040691012733392e-01	-3.024676e+01	3.024676e+01
9.044032171398707e-01	-3.024676e+01	3.024676e+01
9.047481060210619e-01	-3.024677e+01	3.024677e+01
9.052062105382929e-01	-3.024681e+01	3.024681e+01
9.056356858320529e-01	-3.024684e+01	3.024684e+01
9.063324493617135e-01	-3.024685e+01	3.024685e+01
9.073090118617135e-01	-3.024685e+01	3.024685e+01
9.082855743617135e-01	-3.024685e+01	3.024685e+01
9.092621368617135e-01	-3.024685e+01	3.024685e+01
9.102386993617135e-01	-3.024685e+01	3.024685e+01
9.112152618617135e-01	-3.024685e+01	3.024685e+01
9.121918243617135e-01	-3.024685e+01	3.024685e+01
9.131683868617135e-01	-3.024685e+01	3.024685e+01
9.139991932318227e-01	-3.024685e+01	3.024685e+01
9.143508922453547e-01	-3.024685e+01	3.024685e+01
9.146850021757337e-01	-3.024693e+01	3.024693e+01
9.150476159089062e-01	-3.024718e+01	3.024718e+01
9.153775327510458e-01	-3.024739e+01	3.024739e+01
9.159141878151151e-01	-3.024749e+01	3.024749e+01
9.167807249626732e-01	-3.024749e+01	3.024749e+01
9.177572874626732e-01	-3.024749e+01	3.024749e+01
9.187338499626732e-01	-3.024749e+01	3.024749e+01
9.197104124626732e-01	-3.024749e+01	3.024749e+01
9.206869749626732e-01	-3.024749e+01	3.024749e+01
9.216635374626732e-01	-3.024749e+01	3.024749e+01
9.226400999626732e-01	-3.024749e+01	3.024749e+01
9.236166624626732e-01	-3.024749e+01	3.024749e+01
9.241715516735377e-01	-3.024749e+01	3.024749e+01
9.244802071111272e-01	-3.024751e+01	3.024751e+01
9.248414698846629e-01	-3.024757e+01	3.024757e+01
9.252410361210605e-01	-3.024765e+01	3.024765e+01
9.256923388885900e-01	-3.024769e+01	3.024769e+01
9.257837873302068e-01	-3.024769e+01	3.024769e+01
9.259666842134403e-01	-3.024769e+01	3.024769e+01
9.263324779799073e-01	-3.024769e+01	3.024769e+01
9.270640655128412e-01	-3.024769e+01	3.024769e+01
9.280406280128412e-01	-3.024769e+01	3.024769e+01
9.290171905128412e-01	-3.024769e+01	3.024769e+01
9.299937530128412e-01	-3.024769e+01	3.024769e+01
9.309703155128412e-01	-3.024769e+01	3.024769e+01
9.319468780128412e-01	-3.024769e+01	3.024769e+01
9.329234405128412e-01	-3.024769e+01	3.024769e+01
9.339000030128412e-01	-3.024769e+01	3.024769e+01
9.342775397525257e-01	-3.024769e+01	3.024769e+01
9.345948733248429e-01	-3.024774e+01	3.024774e+01
9.349022293880086e-01	-3.024788e+01	3.024788e+01
9.352636508162666e-01	-3.024804e+01	3.024804e+01
9.357291181591385e-01	-3.024810e+01	3.024810e+01
9.364832410031578e-01	-3.024810e+01	3.024810e+01
9.374598035031578e-01	-3.024810e+01	3.024810e+01
9.384363660031578e-01	-3.024810e+01	3.024810e+01
9.394129285031578e-01	-3.024810e+01	3.024810e+01
9.403894910031578e-01	-3.024810e+01	3.024810e+01
9.413660535031578e-01	-3.024810e+01	3.024810e+01
9.423426160031578e-01	-3.024810e+01	3.024810e+01
9.433191785031578e-01	-3.024810e+01	3.024810e+01
9.440580761543735e-01	-3.024810e+01	3.024810e+01
9.443949533189189e-01	-3.024811e+01	3.024811e+01
9.447381202551377e-01	-3.024812e+01	3.024812e+01
9.452024785904812e-01	-3.024816e+01	3.024816e+01
9.456296138625772e-01	-3.024819e+01	3.024819e+01
9.463226373680831e-01	-3.024820e+01	3.024820e+01
9.472991998680831e-01	-3.024820e+01	3.024820e+01
9.482757623680831e-01	-3.024820e+01	3.024820e+01
9.492523248680831e-01	-3.024820e+01	3.024820e+01
9.502288873680831e-01	-3.024820e+01	3.024820e+01
9.512054498680831e-01	-3.024820e+01	3.024820e+01
9.521820123680831e-01	-3.024820e+01	3.024820e+01
9.531585748680831e-01	-3.024820e+01	3.024820e+01
9.539953226700713e-01	-3.024820e+01	3.024820e+01
9.543480004541606e-01	-3.024820e+01	3.024820e+01
9.546815234618194e-01	-3.024828e+01	3.024828e+01
9.550414388483383e-01	-3.024852e+01	3.024852e+01
9.553674749091999e-01	-3.024873e+01	3.024873e+01
9.558978536709973e-01	-3.024882e+01	3.024882e+01
9.567545407251141e-01	-3.024882e+01	3.024882e+01
9.577311032251141e-01	-3.024882e+01	3.024882e+01
9.587076657251141e-01	-3.024882e+01	3.024882e+01
9.596842282251141e-01	-3.024882e+01	3.024882e+01
9.606607907251141e-01	-3.024882e+01	3.024882e+01
9.616373532251141e-01	-3.024882e+01	3.024882e+01
9.626139157251141e-01	-3.024882e+01	3.024882e+01
9.635904782251141e-01	-3.024882e+01	3.024882e+01
9.641616765147701e-01	-3.024882e+01	3.024882e+01
9.644727709695725e-01	-3.024883e+01	3.024883e+01
9.648324271716149e-01	-3.024889e+01	3.024889e+01
9.652376676577656e-01	-3.024895e+01	3.024895e+01
9.656868599381647e-01	-3.024899e+01	3.024899e+01
9.657778881229961e-01	-3.024899e+01	3.024899e+01
9.659599444926591e-01	-3.024899e+01	3.024899e+01
9.663240572319849e-01	-3.024899e+01	3.024899e+01
9.670522827106365e-01	-3.024899e+01	3.024899e+01
9.680288452106365e-01	-3.024899e+01	3.024899e+01
9.690054077106365e-01	-3.024899e+01	3.024899e+01
9.699819702106365e-01	-3.024899e+01	3.024899e+01
9.709585327106365e-01	-3.024899e+01	3.024899e+01
9.719350952106365e-01	-3.024899e+01	3.024899e+01
9.729116577106365e-01	-3.024899e+01	3.024899e+01
9.738882202106365e-01	-3.024899e+01	3.024899e+01
9.742731541895141e-01	-3.024899e+01	3.024899e+01
9.745894189474639e-01	-3.024903e+01	3.024903e+01
9.749010126087139e-01	-3.024916e+01	3.024916e+01
9.752631981968293e-01	-3.024932e+01	3.024932e+01
9.757283821238227e-01	-3.024938e+01	3.024938e+01
9.764820545704500e-01	-3.024938e+01	3.024938e+01
9.774586170704500e-01	-3.024938e+01	3.024938e+01
9.784351795704500e-01	-3.024938e+01	3.024938e+01
9.794117420704500e-01	-3.024938e+01	3.024938e+01
9.803883045704500e-01	-3.024938e+01	3.024938e+01
9.813648670704500e-01	-3.024938e+01	3.024938e+01
9.823414295704500e-01	-3.024938e+01	3.024938e+01
9.833179920704500e-01	-3.024938e+01	3.024938e+01
9.834104451838376e-01	-3.024938e+01	3.024938e+01
9.835953514106127e-01	-3.024938e+01	3.024938e+01
9.839651638641630e-01	-3.024938e+01	3.024938e+01
9.844503847586957e-01	-3.024939e+01	3.024939e+01
9.848094411346244e-01	-3.024942e+01	3.024942e+01
9.852291012956685e-01	-3.024947e+01	3.024947e+01
9.856729256345441e-01	-3.024950e+01	3.024950e+01
9.863925948980322e-01	-3.024950e+01	3.024950e+01
9.873691573980322e-01	-3.024950e+01	3.024950e+01
9.883457198980322e-01	-3.024950e+01	3.024950e+01
9.893222823980322e-01	-3.024950e+01	3.024950e+01
9.902988448980322e-01	-3.024950e+01	3.024950e+01
9.912754073980322e-01	-3.024950e+01	3.024950e+01
9.922519698980322e-01	-3.024950e+01	3.024950e+01
9.932285323980322e-01	-3.024950e+01	3.024950e+01
9.940660282389658e-01	-3.024950e+01	3.024950e+01
9.941524629371258e-01	-3.024950e+01	3.024950e+01
9.943253323334457e-01	-3.024950e+01	3.024950e+01
9.946710711260854e-01	-3.024958e+01	3.024958e+01
9.949854454429619e-01	-3.024980e+01	3.024980e+01
9.952945903089895e-01	-3.025000e+01	3.025000e+01
9.957794227412564e-01	-3.025009e+01	3.025009e+01
9.965642693276590e-01	-3.025009e+01	3.025009e+01
9.975408318276590e-01	-3.025009e+01	3.025009e+01
9.985173943276590e-01	-3.025009e+01	3.025009e+01
9.994939568276590e-01	-3.025009e+01	3.025009e+01
1.000000000000000e+00	-3.025009e+01	3.025009e+01
