Freq.	Vline_out	Vriaa   Vriaa_isolated
1.44543977074591e+003	4.65089359555161e+001	2.86044193710946e+001   2.87164327638178e+001
1.47910838816819e+003	4.64232751488248e+001	2.85187588998148e+001   2.86307696818852e+001
1.51356124843619e+003	4.63364232167515e+001	2.84319073189605e+001   2.85439153674711e+001
1.54881661891247e+003	4.62483186318987e+001	2.83438031018791e+001   2.84558082881415e+001
1.58489319246110e+003	4.61589021622535e+001	2.82543870173377e+001   2.83663892066137e+001
1.62181009735891e+003	4.60681169836035e+001	2.81636022419411e+001   2.82756012931548e+001
1.65958690743754e+003	4.59759087857927e+001	2.80713944663881e+001   2.81833902318336e+001
1.69824365246173e+003	4.58822258722721e+001	2.79777119950259e+001   2.80897043200502e+001
1.73780082874936e+003	4.57870192523485e+001	2.78825058380988e+001   2.79944945607821e+001
1.77827941003891e+003	4.56902427255937e+001	2.77857297961608e+001   2.78977147469715e+001
1.81970085860997e+003	4.55918529578649e+001	2.76873405360975e+001   2.77993215375381e+001
1.86208713666285e+003	4.54918095484365e+001	2.75872976582600e+001   2.76992745244923e+001
1.90546071796323e+003	4.53900750877814e+001	2.74855637542489e+001   2.75975362907041e+001
1.94984459975803e+003	4.52866152055827e+001	2.73821044549280e+001   2.74940724578978e+001
1.99526231496886e+003	4.51813986086237e+001	2.72768884683168e+001   2.73888517245247e+001
2.04173794466951e+003	4.50743971082443e+001	2.71698876070500e+001   2.72818458932047e+001
2.08929613085402e+003	4.49655856371710e+001	2.70610768052096e+001   2.71730298875354e+001
2.13796208950221e+003	4.48549422555374e+001	2.69504341243488e+001   2.70623817580968e+001
2.18776162394953e+003	4.47424481460581e+001	2.68379407486686e+001   2.69498826776004e+001
2.23872113856832e+003	4.46280875983444e+001	2.67235809693367e+001   2.68355169251939e+001
2.29086765276775e+003	4.45118479824933e+001	2.66073421580800e+001   2.67192718600148e+001
2.34422881531990e+003	4.43937197121061e+001	2.64892147302064e+001   2.66011378841993e+001
2.39883291901947e+003	4.42736961970194e+001	2.63691920973394e+001   2.64811083955810e+001
2.45470891568501e+003	4.41517737861056e+001	2.62472706102231e+001   2.63591797304751e+001
2.51188643150955e+003	4.40279517005606e+001	2.61234494920124e+001   2.62353510969308e+001
2.57039578276884e+003	4.39022319581831e+001	2.59977307625582e+001   2.61096244989892e+001
2.63026799189535e+003	4.37746192892093e+001	2.58701191542451e+001   2.59820046524913e+001
2.69153480392689e+003	4.36451210443421e+001	2.57406220200256e+001   2.58524988930747e+001
2.75422870333814e+003	4.35137470956337e+001	2.56092492343078e+001   2.57211170770270e+001
2.81838293126442e+003	4.33805097309542e+001	2.54760130874286e+001   2.55878714757203e+001
2.88403150312658e+003	4.32454235427954e+001	2.53409281744630e+001   2.54527766643858e+001
2.95120922666635e+003	4.31085053121882e+001	2.52040112791466e+001   2.53158494059932e+001
3.01995172040198e+003	4.29697738885278e+001	2.50652812537068e+001   2.51771085310397e+001
3.09029543251356e+003	4.28292500661054e+001	2.49247588954006e+001   2.50365748140445e+001
3.16227766016835e+003	4.26869564581388e+001	2.47824668205514e+001   2.48942708475402e+001
3.23593656929625e+003	4.25429173690948e+001	2.46384293368778e+001   2.47502209143532e+001
3.31131121482588e+003	4.23971586660620e+001	2.44926723148736e+001   2.46044508589325e+001
3.38844156139199e+003	4.22497076499150e+001	2.43452230589789e+001   2.44569879584698e+001
3.46736850452528e+003	4.21005929269765e+001	2.41961101792501e+001   2.43078607945163e+001
3.54813389233572e+003	4.19498442818439e+001	2.40453634641941e+001   2.41570991257565e+001
3.63078054770097e+003	4.17974925520066e+001	2.38930137553942e+001   2.40047337625782e+001
3.71535229097168e+003	4.16435695048244e+001	2.37390928244969e+001   2.38507964439971e+001
3.80189396320557e+003	4.14881077174045e+001	2.35836332530983e+001   2.36953197174775e+001
3.89045144994276e+003	4.13311404598366e+001	2.34266683159884e+001   2.35383368221084e+001
3.98107170553493e+003	4.11727015822168e+001	2.32682318681850e+001   2.33798815755717e+001
4.07380277804108e+003	4.10128254058278e+001	2.31083582361247e+001   2.32199882652541e+001
4.16869383470331e+003	4.08515466187700e+001	2.29470821133045e+001   2.30586915438204e+001
4.26579518801588e+003	4.06889001763321e+001	2.27844384606641e+001   2.28960263295081e+001
4.36515832240161e+003	4.05249212062743e+001	2.26204624118811e+001   2.27320277113500e+001
4.46683592150958e+003	4.03596449192188e+001	2.24551891837736e+001   2.25667308594809e+001
4.57088189614870e+003	4.01931065242206e+001	2.22886539918848e+001   2.24001709406408e+001
4.67735141287193e+003	4.00253411496163e+001	2.21208919713454e+001   2.22323830389408e+001
4.78630092322633e+003	3.98563837691630e+001	2.19519381030264e+001   2.20634020819230e+001
4.89778819368441e+003	3.96862691334534e+001	2.17818271449698e+001   2.18932627718848e+001
5.01187233627267e+003	3.95150317065648e+001	2.16105935690534e+001   2.17219995224462e+001
5.12861383991359e+003	3.93427056078654e+001	2.14382715028132e+001   2.15496464002624e+001
5.24807460249767e+003	3.91693245588687e+001	2.12648946763156e+001   2.13762370717806e+001
5.37031796370247e+003	3.89949218350080e+001	2.10904963739499e+001   2.12018047549192e+001
5.49540873857618e+003	3.88195302221822e+001	2.09151093909930e+001   2.10263821755129e+001
5.62341325190343e+003	3.86431819779043e+001	2.07387659947776e+001   2.08500015283529e+001
5.75439937337150e+003	3.84659087968740e+001	2.05614978902862e+001   2.06726944426521e+001
5.88843655355582e+003	3.82877417807730e+001	2.03833361899676e+001   2.04944919517298e+001
6.02559586074351e+003	3.81087114120907e+001	2.02043113875859e+001   2.03154244667182e+001
6.16595001861475e+003	3.79288475317644e+001	2.00244533358841e+001   2.01355217540867e+001
6.30957344480186e+003	3.77481793204257e+001	1.98437912278562e+001   1.99548129167601e+001
6.45654229034648e+003	3.75667352830363e+001	1.96623535814086e+001   1.97733263786351e+001
6.60693448007588e+003	3.73845432367038e+001	1.94801682272036e+001   1.95910898722569e+001
6.76082975391974e+003	3.72016303014532e+001	1.92972622994596e+001   1.94081304294631e+001
6.91830970918928e+003	3.70180228937598e+001	1.91136622295145e+001   1.92244743747771e+001
7.07945784384129e+003	3.68337467226265e+001	1.89293937419335e+001   1.90401473213428e+001
7.24435960074981e+003	3.66488267880078e+001	1.87444818529673e+001   1.88551741692068e+001
7.41310241300908e+003	3.64632873813959e+001	1.85589508711717e+001   1.86695791057547e+001
7.58577575029174e+003	3.62771520883600e+001	1.83728243999840e+001   1.84833856081013e+001
7.76247116628682e+003	3.60904437928839e+001	1.81861253420978e+001   1.82966164472748e+001
7.94328234724272e+003	3.59031846833214e+001	1.79988759054584e+001   1.81092936940173e+001
8.12830516164089e+003	3.57153962597945e+001	1.78110976107022e+001   1.79214387260199e+001
8.31763771102661e+003	3.55270993428992e+001	1.76228112999067e+001   1.77330722364758e+001
8.51138038202366e+003	3.53383140835601e+001	1.74340371464896e+001   1.75442142437660e+001
8.70963589956070e+003	3.51490599738939e+001	1.72447946661210e+001   1.73548841021655e+001
8.91250938133734e+003	3.49593558589714e+001	1.70551027285346e+001   1.71651005134372e+001
9.12010839355898e+003	3.47692199493279e+001	1.68649795700908e+001   1.69748815391815e+001
9.33254300796979e+003	3.45786698341361e+001	1.66744428070041e+001   1.67842446138460e+001
9.54992586021424e+003	3.43877224949256e+001	1.64835094491200e+001   1.65932065582792e+001
9.77237220955798e+003	3.41963943197474e+001	1.62921959141396e+001   1.64017835937401e+001
9.99999999999987e+003	3.40047011177052e+001	1.61005180422135e+001   1.62099913562694e+001
1.02329299228074e+004	3.38126581337613e+001	1.59084911108139e+001   1.60178449113404e+001
1.04712854805089e+004	3.36202800637491e+001	1.57161298498155e+001   1.58253587687280e+001
1.07151930523759e+004	3.34275810695192e+001	1.55234484567140e+001   1.56325468975084e+001
1.09647819614317e+004	3.32345747941555e+001	1.53304606119180e+001   1.54394227411402e+001
1.12201845430195e+004	3.30412743772071e+001	1.51371794940593e+001   1.52459992325742e+001
1.14815362149687e+004	3.28476924698822e+001	1.49436177952702e+001   1.50522888093268e+001
1.17489755493951e+004	3.26538412501595e+001	1.47497877363816e+001   1.48583034284887e+001
1.20226443461740e+004	3.24597324377700e+001	1.45557010819950e+001   1.46640545816214e+001
1.23026877081237e+004	3.22653773090191e+001	1.43613691554003e+001   1.44695533095000e+001
1.25892541179415e+004	3.20707867114074e+001	1.41668028532960e+001   1.42748102166815e+001
1.28824955169312e+004	3.18759710780284e+001	1.39720126602906e+001   1.40798354858669e+001
1.31825673855639e+004	3.16809404417088e+001	1.37770086631527e+001   1.38846388920318e+001
1.34896288259164e+004	3.14857044488755e+001	1.35818005647920e+001   1.36892298163031e+001
1.38038426460287e+004	3.12902723731240e+001	1.33863976979471e+001   1.34936172595737e+001
1.41253754462274e+004	3.10946531284699e+001	1.31908090385624e+001   1.32978098558295e+001
1.44543977074591e+004	3.08988552822732e+001	1.29950432188434e+001   1.31018158851820e+001
1.47910838816819e+004	3.07028870678203e+001	1.27991085399767e+001   1.29056432865989e+001
1.51356124843619e+004	3.05067563965456e+001	1.26030129844941e+001   1.27092996703201e+001
1.54881661891246e+004	3.03104708698949e+001	1.24067642282873e+001   1.25127923299568e+001
1.58489319246109e+004	3.01140377908142e+001	1.22103696522546e+001   1.23161282542722e+001
1.62181009735891e+004	2.99174641748575e+001	1.20138363535728e+001   1.21193141386341e+001
1.65958690743754e+004	2.97207567609161e+001	1.18171711565997e+001   1.19223563961446e+001
1.69824365246172e+004	2.95239220215535e+001	1.16203806233900e+001   1.17252611684510e+001
1.73780082874935e+004	2.93269661729534e+001	1.14234710638323e+001   1.15280343362277e+001
1.77827941003890e+004	2.91298951844677e+001	1.12264485453957e+001   1.13306815293430e+001
1.81970085860996e+004	2.89327147877776e+001	1.10293189024978e+001   1.11332081367084e+001
1.86208713666284e+004	2.87354304856465e+001	1.08320877454758e+001   1.09356193158182e+001
1.90546071796322e+004	2.85380475602882e+001	1.06347604691814e+001   1.07379200019835e+001
1.94984459975802e+004	2.83405710813237e+001	1.04373422611761e+001   1.05401149172594e+001
1.99526231496885e+004	2.81430059133534e+001	1.02398381095526e+001   1.03422085790835e+001
2.04173794466950e+004	2.79453567231296e+001	1.00422528103688e+001   1.01442053086287e+001
2.08929613085401e+004	2.77476279863333e+001	9.84459097469695e+000   9.94610923886469e+000
2.13796208950220e+004	2.75498239939589e+001	9.64685703529536e+000   9.74792432235297e+000
2.18776162394952e+004	2.73519488583138e+001	9.44905525290688e+000   9.54965433877326e+000
2.23872113856831e+004	2.71540065186274e+001	9.25118972218169e+000   9.35130290219158e+000
2.29086765276774e+004	2.69560007462790e+001	9.05326437723330e+000   9.15287346806781e+000
2.34422881531989e+004	2.67579351496444e+001	8.85528299682901e+000   8.95436934003233e+000
2.39883291901946e+004	2.65598131785736e+001	8.65724920922688e+000   8.75579367641392e+000
2.45470891568500e+004	2.63616381284961e+001	8.45916649665774e+000   8.55714949654557e+000
2.50000000000000e+004	2.62042512540034e+001	8.30185602623932e+000   8.39937896586500e+000
